Cluster,Country,Cultivated,Depth,Gid,Latitude,Longitude,Plot,Region,SSN,Sampling date,Scientist,Site,Soil material
10.0,Tanzania,False,sub,369.0,-8.0423584,37.31354523,1.0,East Africa,icr021024,,Leigh Winoweicki,Kidatu,Kid.10.1.Subsoil.Std fine soil
11.0,Tanzania,False,top,370.0,-8.02555275,37.31706238,1.0,East Africa,icr021043,,Leigh Winoweicki,Kidatu,Kid.11.1.Topsoil.Std fine soil
11.0,Tanzania,False,sub,371.0,-8.02555275,37.31706238,1.0,East Africa,icr021044,,Leigh Winoweicki,Kidatu,Kid.11.1.Subsoil.Std fine soil
12.0,Tanzania,False,top,372.0,-8.00514507,37.31461716,1.0,East Africa,icr021063,,Leigh Winoweicki,Kidatu,Kid.12.1.Topsoil.Std fine soil
12.0,Tanzania,False,sub,373.0,-8.00514507,37.31461716,1.0,East Africa,icr021064,,Leigh Winoweicki,Kidatu,Kid.12.1.Subsoil.Std fine soil
13.0,Tanzania,False,top,374.0,-8.07075501,37.33062744,1.0,East Africa,icr021083,,Leigh Winoweicki,Kidatu,Kid.13.1.Topsoil.Std fine soil
13.0,Tanzania,False,sub,375.0,-8.07075501,37.33062744,1.0,East Africa,icr021084,,Leigh Winoweicki,Kidatu,Kid.13.1.Subsoil.Std fine soil
14.0,Tanzania,False,top,376.0,-8.04930496,37.33369827,1.0,East Africa,icr021103,,Leigh Winoweicki,Kidatu,Kid.14.1.Topsoil.Std fine soil
14.0,Tanzania,False,sub,377.0,-8.04930496,37.33369827,1.0,East Africa,icr021104,,Leigh Winoweicki,Kidatu,Kid.14.1.Subsoil.Std fine soil
15.0,Tanzania,False,top,378.0,-8.02354813,37.33749771,1.0,East Africa,icr021123,,Leigh Winoweicki,Kidatu,Kid.15.1.Topsoil.Std fine soil
15.0,Tanzania,False,sub,379.0,-8.02354813,37.33749771,1.0,East Africa,icr021124,,Leigh Winoweicki,Kidatu,Kid.15.1.Subsoil.Std fine soil
16.0,Tanzania,False,top,380.0,-8.00446224,37.32851028,1.0,East Africa,icr021141,,Leigh Winoweicki,Kidatu,Kid.16.1.Topsoil.Std fine soil
16.0,Tanzania,False,sub,381.0,-8.00446224,37.32851028,1.0,East Africa,icr021142,,Leigh Winoweicki,Kidatu,Kid.16.1.Subsoil.Std fine soil
12.0,Tanzania,False,top,408.0,-6.85391283,34.21279907,1.0,East Africa,icr025055,,Tor Vagen,Itende,
1.0,Tanzania,False,top,443.0,-6.92843294,34.1724205,3.0,East Africa,icr024868,,Tor Vagen,Itende,
1.0,Tanzania,False,sub,444.0,-6.92843294,34.1724205,3.0,East Africa,icr024869,,Tor Vagen,Itende,
2.0,Tanzania,False,top,445.0,-6.89794493,34.17971039,1.0,East Africa,icr024879,,Tor Vagen,Itende,
2.0,Tanzania,False,sub,446.0,-6.89794493,34.17971039,1.0,East Africa,icr024880,,Tor Vagen,Itende,
3.0,Tanzania,False,top,447.0,-6.88135815,34.17768097,1.0,East Africa,icr024899,,Tor Vagen,Itende,
4.0,Tanzania,False,top,449.0,-6.86510992,34.18169403,1.0,East Africa,icr024917,,Tor Vagen,Itende,
4.0,Tanzania,False,sub,450.0,-6.86510992,34.18169403,1.0,East Africa,icr024918,,Tor Vagen,Itende,
5.0,Tanzania,False,top,451.0,-6.92998695,34.19476318,1.0,East Africa,icr024937,,Tor Vagen,Itende,
5.0,Tanzania,False,sub,452.0,-6.92998695,34.19476318,1.0,East Africa,icr024938,,Tor Vagen,Itende,
6.0,Tanzania,False,top,453.0,-6.91006517,34.19247818,1.0,East Africa,icr024956,,Tor Vagen,Itende,
6.0,Tanzania,False,sub,454.0,-6.91006517,34.19247818,1.0,East Africa,icr024957,,Tor Vagen,Itende,
7.0,Tanzania,False,top,455.0,-6.87918282,34.19307327,2.0,East Africa,icr024976,,Tor Vagen,Itende,
7.0,Tanzania,False,sub,456.0,-6.87918282,34.19307327,2.0,East Africa,icr024977,,Tor Vagen,Itende,
8.0,Tanzania,False,top,457.0,-6.859828,34.19452667,3.0,East Africa,icr024994,,Tor Vagen,Itende,
8.0,Tanzania,False,sub,458.0,-6.859828,34.19452667,3.0,East Africa,icr024995,,Tor Vagen,Itende,
9.0,Tanzania,False,top,459.0,-6.927495,34.22314835,5.0,East Africa,icr025009,,Tor Vagen,Itende,
10.0,Tanzania,False,top,461.0,-6.90416813,34.21570587,1.0,East Africa,icr025016,,Tor Vagen,Itende,
10.0,Tanzania,False,sub,462.0,-6.90416813,34.21570587,1.0,East Africa,icr025017,,Tor Vagen,Itende,
12.0,Tanzania,False,sub,463.0,-6.85391283,34.21279907,1.0,East Africa,icr025056,,Tor Vagen,Itende,
13.0,Tanzania,False,top,464.0,-6.91894484,34.23665237,1.0,East Africa,icr025074,,Tor Vagen,Itende,
13.0,Tanzania,False,sub,465.0,-6.91894484,34.23665237,1.0,East Africa,icr025075,,Tor Vagen,Itende,
14.0,Tanzania,False,top,466.0,-6.89881992,34.24073792,1.0,East Africa,icr025092,,Tor Vagen,Itende,
14.0,Tanzania,False,sub,467.0,-6.89881992,34.24073792,1.0,East Africa,icr025093,,Tor Vagen,Itende,
15.0,Tanzania,False,top,468.0,-6.87730789,34.24555969,1.0,East Africa,icr025111,,Tor Vagen,Itende,
15.0,Tanzania,False,sub,469.0,-6.87730789,34.24555969,1.0,East Africa,icr025112,,Tor Vagen,Itende,
16.0,Tanzania,False,top,470.0,-6.8516202,34.24331284,7.0,East Africa,icr025135,,Tor Vagen,Itende,
5.0,Tanzania,,sub,503.0,-6.93858,36.1244,1.0,,icr005999,,Tor Gunnar Vagen,Chinyanghuku,Chi.5.1.Subsoil.Std fine soil
7.0,Tanzania,False,top,592.0,-5.33592987,37.46857452,1.0,East Africa,icr007850,,Tor Gunnar Vagen,Kiberashi,Kib.7.1.Topsoil.Std fine soil
7.0,Tanzania,False,sub,593.0,-5.33592987,37.46857452,1.0,East Africa,icr007851,,Tor Gunnar Vagen,Kiberashi,Kib.7.1.Subsoil.Std fine soil
8.0,Tanzania,False,top,594.0,-5.30757999,37.47093964,1.0,East Africa,icr007870,,Tor Gunnar Vagen,Kiberashi,Kib.8.1.Topsoil.Std fine soil
8.0,Tanzania,False,sub,595.0,-5.30757999,37.47093964,1.0,East Africa,icr007871,,Tor Gunnar Vagen,Kiberashi,Kib.8.1.Subsoil.Std fine soil
16.0,Tanzania,False,top,596.0,-5.30851889,37.51255035,1.0,East Africa,icr008027,,Tor Gunnar Vagen,Kiberashi,Kib.16.1.Topsoil.Std fine soil
16.0,Tanzania,False,sub,597.0,-5.30851889,37.51255035,1.0,East Africa,icr008028,,Tor Gunnar Vagen,Kiberashi,Kib.16.1.Subsoil.Std fine soil
16.0,Tanzania,False,sub,599.0,-6.8516202,34.24331284,7.0,East Africa,icr025136,,Tor Vagen,Itende,
10.0,Tanzania,False,sub,600.0,-6.905239999999999,36.1372,2.0,East Africa,icr006086,,Tor Gunnar Vagen,Chinyanghuku,Chi.10.2.Subsoil.Std fine soil
12.0,Tanzania,False,sub,601.0,-6.86209822,36.14105606,1.0,East Africa,icr006122,,Tor Gunnar Vagen,Chinyanghuku,Chi.12.1.Subsoil.Std fine soil
13.0,Tanzania,False,sub,602.0,-6.92808008,36.16547012,5.0,East Africa,icr006143,,Tor Gunnar Vagen,Chinyanghuku,Chi.13.5.Subsoil.Std fine soil
16.0,Tanzania,False,sub,603.0,-6.871339999999999,36.1579,1.0,East Africa,icr006180,,Tor Gunnar Vagen,Chinyanghuku,Chi.16.1.Subsoil.Std fine soil
3.0,Tanzania,False,sub,604.0,-6.0639400000000006,36.4405,1.0,East Africa,icr006493,,Tor Gunnar Vagen,Pandambili,Pan.3.1.Subsoil.Std fine soil
5.0,Tanzania,False,top,605.0,-6.11749,36.4577,1.0,East Africa,icr006530,,Tor Gunnar Vagen,Pandambili,Pan.5.1.Topsoil.Std fine soil
7.0,Tanzania,False,top,606.0,-6.06997013,36.46458817,2.0,East Africa,icr006570,,Tor Gunnar Vagen,Pandambili,Pan.7.2.Topsoil.Std fine soil
9.0,Tanzania,False,top,607.0,-6.12151,36.4836,1.0,East Africa,icr006606,,Tor Gunnar Vagen,Pandambili,Pan.9.1.Topsoil.Std fine soil
9.0,Tanzania,False,sub,608.0,-6.12151,36.4836,1.0,East Africa,icr006607,,Tor Gunnar Vagen,Pandambili,Pan.9.1.Subsoil.Std fine soil
13.0,Tanzania,False,sub,609.0,-6.12214,36.5064,1.0,East Africa,icr006685,,Tor Gunnar Vagen,Pandambili,Pan.13.1.Subsoil.Std fine soil
14.0,Tanzania,False,sub,610.0,-6.09060001,36.50844955,1.0,East Africa,icr006705,,Tor Gunnar Vagen,Pandambili,Pan.14.1.Subsoil.Std fine soil
10.0,Tanzania,False,sub,611.0,-5.36247683,37.49689102,1.0,East Africa,icr007911,,Tor Gunnar Vagen,Kiberashi,Kib.10.1.Subsoil.Std fine soil
11.0,Tanzania,True,top,612.0,-5.33933687,37.49335098,1.0,East Africa,icr007928,,Tor Gunnar Vagen,Kiberashi,Kibe.11. 1.Topsoil.Std fine soil
11.0,Tanzania,False,top,203.0,-6.87863302,34.2233963,1.0,East Africa,icr025036,,Tor Vagen,Itende,
11.0,Tanzania,False,sub,358.0,-6.87863302,34.2233963,1.0,East Africa,icr025037,,Tor Vagen,Itende,
,Tanzania,,,,-7.190163239907203,31.293221707683,,,TanSAG_SUB-C7k0HzERn,,,,
,Tanzania,,,,-8.275051600000001,36.35532797,,,TaSAG_TOP-LdOu4oGx,,,,
,Tanzania,,,,-9.87191271,34.5433368,,,TanSAG_SUB-TIo3X42Lp,,,,
,Tanzania,,,,-4.775069303178092,35.79917616814927,,,TanSIS_SUB-lQu1,,,,
,Tanzania,,,,-4.606607234447507,34.98070321886761,,,TanSIS_TOP-UeBucuf1c,,,,
,Tanzania,,,,-7.28908436,31.40868404,,,TanSAG_SUB-Ccu4qUmQm,,,,
,Tanzania,,,,-8.31191413,36.33994384,,,TaSAG_TOP-nkwIfRZ7,,,,
,Tanzania,,,,-9.88808659,34.53375854,,,TanSAG_SUB-uqsFhexUt,,,,
,Tanzania,,,,-4.183215420027181,35.57379163812151,,,TanSIS_SUB-lQWJ,,,,
,Tanzania,,,,-4.6013833144331535,34.96360941939444,,,TanSIS_TOP-VKcdHgBYq,,,,
,Tanzania,,,,-7.2911979,31.43677684,,,TanSAG_SUB-CDZjVcuNG,,,,
,Tanzania,,,,-8.02162676,36.84841064,,,TaSAG_TOP-qJBOGBqP,,,,
,Tanzania,,,,-8.627159266612113,34.34701583389824,,,TanSAG_SUB-V83jJulxo,,,,
,Tanzania,,,,-4.064936213840223,35.821446585318625,,,TanSIS_SUB-LR49,,,,
,Tanzania,,,,-4.4940553612957705,34.883956170475614,,,TanSIS_TOP-vO5UODMpm,,,,
,Tanzania,,,,-7.29175425,31.39338377,,,TanSAG_SUB-CiTdiZjsY,,,,
,Tanzania,,,,-8.03795432,36.85241173,,,TaSAG_TOP-spB6jJJS,,,,
,Tanzania,,,,-8.70570391,34.33705975,,,TanSAG_SUB-ZEz3WcJNl,,,,
,Tanzania,,,,-4.463933786522271,35.153242941878005,,,TanSIS_SUB-lsYf,,,,
,Tanzania,,,,-4.503451356313781,34.916142254170225,,,TanSIS_TOP-vVaSoxEru,,,,
,Tanzania,,,,-7.07115531,31.29250704,,,TanSAG_SUB-Ck05PFsF5,,,,
,Tanzania,,,,-8.328472276685279,36.16536469730955,,,TaSAG_TOP-sxVjmPZF,,,,
,Tanzania,,,,-8.615919335905714,34.374113866952946,,,TanSAG_SUB-ZRHwmqH1h,,,,
,Tanzania,,,,-4.943742303720251,35.87177108557029,,,TanSIS_SUB-lTAz,,,,
,Tanzania,,,,-4.588741656393543,34.754941526404416,,,TanSIS_TOP-Zu33WumVH,,,,
,Tanzania,,,,-7.19349217,31.31956496,,,TanSAG_SUB-CO7z5rLCx,,,,
,Tanzania,,,,-8.02025558,36.89847516,,,TaSAG_TOP-Vz2KdF3E,,,,
,Tanzania,,,,-8.613749830161092,34.36584574438994,,,TanSAG_TOP-0pAjMkQOc,,,,
,Tanzania,,,,-4.959149145773184,35.81288304852648,,,TanSIS_SUB-lY1u,,,,
,Tanzania,,,,-8.56014994621706,32.95719507568645,,,TanSIS_SUB-34MkBRQAT,,,,
,Tanzania,,,,-7.2004118495512275,31.283471244501534,,,TanSAG_SUB-CzI4Mbcpn,,,,
,Tanzania,,,,-8.06198761,36.92585003,,,TaSAG_TOP-w45geDTQ,,,,
,Tanzania,,,,-8.617223558007113,34.350474635009974,,,TanSAG_TOP-1LKXbijNk,,,,
,Tanzania,,,,-3.778195796109817,35.92471663580288,,,TanSIS_SUB-lyJX,,,,
,Tanzania,,,,-8.57808338190438,32.83685942651149,,,TanSIS_SUB-D6zpu0tnR,,,,
,Tanzania,,,,-6.74846432,32.07060057,,,TanSAG_SUB-D2aZVIR68,,,,
,Tanzania,,,,-8.00782161,36.90448501,,,TaSAG_TOP-XI3wMlza,,,,
,Tanzania,,,,-8.614676052153046,34.31161646978521,,,TanSAG_TOP-2rZf6hYUp,,,,
,Tanzania,,,,-4.975186815861972,35.94201869710804,,,TanSIS_SUB-M8rP,,,,
,Tanzania,,,,-8.607617906586093,32.949585395274966,,,TanSIS_SUB-j4ZnmAPSt,,,,
,Tanzania,,,,-7.24286052,31.38902013,,,TanSAG_SUB-DaoN5OcS6,,,,
,Tanzania,,,,-8.05024093,36.94983213,,,TaSAG_TOP-XixPFHTF,,,,
,Tanzania,,,,-8.721415354202067,33.887828535536045,,,TanSAG_TOP-6n4lQTcXV,,,,
,Tanzania,,,,-4.439393466896129,35.13395830896262,,,TanSIS_SUB-m9MH,,,,
,Tanzania,,,,-8.599385934968442,33.000015339142784,,,TanSIS_SUB-NYgZP4pRG,,,,
,Tanzania,,,,-6.157216961517737,31.091075056599998,,,TanSAG_SUB-DKt0xR672,,,,
,Tanzania,,,,-8.05488455,36.93573653,,,TaSAG_TOP-xY6KBg8V,,,,
,Tanzania,,,,-9.89083627,34.53385545,,,TanSAG_TOP-6wOYQsPUS,,,,
,Tanzania,,,,-4.428678233998727,35.138366622809315,,,TanSIS_SUB-mBxy,,,,
,Tanzania,,,,-8.707913448905094,34.345154476126574,,,TanSIS_SUB-P43fTRzfs,,,,
,Tanzania,,,,-7.07365651,31.24627426,,,TanSAG_SUB-DToW8pld6,,,,
,Tanzania,,,,-8.06011133,36.91858651,,,TaSAG_TOP-XySJIO1q,,,,
,Tanzania,,,,-7.63713246,36.11371345,,,TanSAG_TOP-7cL0CCzUF,,,,
,Tanzania,,,,-4.751560720226078,35.81155488639724,,,TanSIS_SUB-MKva,,,,
,Tanzania,,,,-8.558727087461051,33.002697915433025,,,TanSIS_SUB-zhGsiVP7R,,,,
,Tanzania,,,,-6.81363584,32.15024643,,,TanSAG_SUB-dTus8eOsG,,,,
,Tanzania,,,,-8.03347134,36.96163368,,,TaSAG_TOP-ZKwxpOuR,,,,
,Tanzania,,,,-7.61733653,36.12328272,,,TanSAG_TOP-8bgchcbtg,,,,
,Tanzania,,,,-4.465715212677488,35.15140956580042,,,TanSIS_SUB-mSK9,,,,
,Tanzania,,,,-8.558745481271078,33.00263419188401,,,TanSIS_TOP-aHIHkt9AV,,,,
,Tanzania,,,,-6.73294064,32.05134123,,,TanSAG_SUB-DtzHS5yQa,,,,
,Tanzania,,,,-8.02293736,36.88197156,,,TaSAG_TOP-zNBwccbr,,,,
,Tanzania,,,,-9.56610384,34.85667256,,,TanSAG_TOP-9rsZiFL1f,,,,
,Tanzania,,,,-4.826383985964638,35.83044721324019,,,TanSIS_SUB-nDXp,,,,
,Tanzania,,,,-8.607639379921132,32.949599500249384,,,TanSIS_TOP-B2aw4FafO,,,,
,Tanzania,,,,-7.312812400000001,31.44155439,,,TanSAG_SUB-dvf11xtXr,,,,
,Tanzania,,,,-8.81240849,32.91076178,,,TanSAG_SUB-Iyb8GQXql,,,,
,Tanzania,,,,-8.82650847,32.95741022,,,TanSAG_SUB-Iyb8GQXql,,,,
,Tanzania,,,,-9.71314047,34.45331754,,,TanSAG_TOP-85JRfgTr3,,,,
,Tanzania,,,,-4.174302666327496,35.574638155400216,,,TanSIS_SUB-O2ae,,,,
,Tanzania,,,,-8.59940155418946,33.00000067832523,,,TanSIS_TOP-h3waytG1Q,,,,
,Tanzania,,,,-6.73003562,31.99258408,,,TanSAG_SUB-DVnkpenL1,,,,
,Tanzania,,,,-6.21021692,35.11294306,,,TaSAG_SUB-0jOx2s3Q,,,,
,Tanzania,,,,-8.61052828,34.42395023,,,TanSAG_TOP-Ag1R2sAPu,,,,
,Tanzania,,,,-4.6097637614208615,35.387620119385346,,,TanSIS_SUB-o7Cd,,,,
,Tanzania,,,,-8.560162409635746,32.95725252695252,,,TanSIS_TOP-jIJ38dG4C,,,,
,Tanzania,,,,-7.20004306,31.48617061,,,TanSAG_SUB-ed0Ct3b79,,,,
,Tanzania,,,,-5.71243587,35.03210073,,,TaSAG_SUB-1ELEGIN1,,,,
,Tanzania,,,,-8.604523045876045,34.338402870457436,,,TanSAG_TOP-br29lAzxS,,,,
,Tanzania,,,,-4.9801255247159935,35.83499454015345,,,TanSIS_SUB-oEpv,,,,
,Tanzania,,,,-8.578092719092664,32.83682762890059,,,TanSIS_TOP-xqZYtUmA2,,,,
,Tanzania,,,,-7.1991849000000006,31.48605981,,,TanSAG_SUB-eHvDKLo9z,,,,
,Tanzania,,,,-5.68877474,34.92469505,,,TaSAG_SUB-3eWjhRL4,,,,
,Tanzania,,,,-9.95528135,34.5774659,,,TanSAG_TOP-cv2S0rSad,,,,
,Tanzania,,,,-4.407598658704611,35.54042629498621,,,TanSIS_SUB-ohzy,,,,
,Tanzania,,,,-3.4380267912766747,36.54650564598865,,,AfS_tz TOP-GgaRe2zg,,,,
,Tanzania,,,,-9.12697953258492,34.67073154464211,,,TanSIS_SUB-1baXoG5fg,,,,
,Tanzania,,,,-6.81878636,32.15403028,,,TanSAG_SUB-Ei1l7GnNi,,,,
,Tanzania,,,,-6.22792982,35.07953141,,,TaSAG_SUB-3Zttq91Q,,,,
,Tanzania,,,,-8.60064312577606,34.30826848532976,,,TanSAG_TOP-D2zqtik06,,,,
,Tanzania,,,,-4.8080684226056105,35.8030153096736,,,TanSIS_SUB-OIKN,,,,
,Tanzania,,,,-9.049051903170968,34.60529591248253,,,TanSIS_SUB-4sxi3bu8A,,,,
,Tanzania,,,,-7.147793608415357,31.24111139051891,,,TanSAG_SUB-eKm1LiBEK,,,,
,Tanzania,,,,-6.15273923,37.60667934,,,TaSAG_SUB-05fMUWOi,,,,
,Tanzania,,,,-9.87370602,34.5433884,,,TanSAG_TOP-fdFMaTlbY,,,,
,Tanzania,,,,-9.168525860768419,34.74245865775845,,,TanSIS_SUB-ax6uYOs7g,,,,
,Tanzania,,,,-7.195189669011282,31.296060881657024,,,TanSAG_SUB-EMvftEANU,,,,
,Tanzania,,,,-6.27814012,35.1421171,,,TaSAG_SUB-5RHPqD6u,,,,
,Tanzania,,,,-9.73757073,34.45407885,,,TanSAG_TOP-flMMtU1D3,,,,
,Tanzania,,,,-4.091500946055242,35.82158641353336,,,TanSIS_SUB-paoA,,,,
,Tanzania,,,,-9.109069722398702,34.706226874057535,,,TanSIS_SUB-dVRQIs9UW,,,,
,Tanzania,,,,-7.18509062694808,31.278756537772452,,,TanSAG_SUB-ESIKc79x6,,,,
,Tanzania,,,,-6.32320607,35.06290147,,,TaSAG_SUB-8MMZsU8n,,,,
,Tanzania,,,,-9.7175829,34.44257868,,,TanSAG_TOP-Fxih920PV,,,,
,Tanzania,,,,-4.252399563133667,35.69941280992229,,,TanSIS_SUB-pGfN,,,,
,Tanzania,,,,-8.85600316979361,34.621078973386226,,,TanSIS_SUB-fHl0njjk2,,,,
,Tanzania,,,,-7.30555094,31.42615443,,,TanSAG_SUB-F3Ny68Qmw,,,,
,Tanzania,,,,-6.30371784,35.01166668,,,TaSAG_SUB-9yF2AV2G,,,,
,Tanzania,,,,-8.594504775353064,34.32992065286329,,,TanSAG_TOP-h3Qt9uwXL,,,,
,Tanzania,,,,-5.005177238653249,35.82529593424804,,,TanSIS_SUB-pPGQ,,,,
,Tanzania,,,,-8.815982326746633,34.62448698016141,,,TanSIS_SUB-G3xs1hCjv,,,,
,Tanzania,,,,-7.29345879,31.37983538,,,TanSAG_SUB-FRVuTOnAW,,,,
,Tanzania,,,,-6.24490664,35.06621697,,,TaSAG_SUB-48OUYSkW,,,,
,Tanzania,,,,-8.612629199999999,34.30939167,,,TanSAG_TOP-hAtw1SFxq,,,,
,Tanzania,,,,-4.958288840023597,35.890750539049314,,,TanSIS_SUB-pQy8,,,,
,Tanzania,,,,-9.072302011909409,34.585980130594876,,,TanSIS_SUB-kHcOpLOtI,,,,
,Tanzania,,,,-6.746238059859578,32.01349866400027,,,TanSAG_SUB-g8XV3apUC,,,,
,Tanzania,,,,-6.243989,35.06349574,,,TaSAG_SUB-54IfCtOP,,,,
,Tanzania,,,,-8.787805571834078,33.904367160789725,,,TanSAG_TOP-lssZGaLSG,,,,
,Tanzania,,,,-4.178819636544652,35.57733624303935,,,TanSIS_SUB-pUy4,,,,
,Tanzania,,,,-9.196514115428457,34.7031886014956,,,TanSIS_SUB-LF4USzcW9,,,,
,Tanzania,,,,-6.7111448000000005,32.03658068,,,TanSAG_SUB-G9VRIgidk,,,,
,Tanzania,,,,-6.05324657,34.73755813,,,TaSAG_SUB-63E388nt,,,,
,Tanzania,,,,-9.8899745,34.53644477,,,TanSAG_TOP-PBPZdPDxe,,,,
,Tanzania,,,,-4.582570697881105,35.51865467011411,,,TanSIS_SUB-pZZ0,,,,
,Tanzania,,,,-8.8544209054399,34.625556033493986,,,TanSIS_SUB-Mcgo4SUm9,,,,
,Tanzania,,,,-6.71677605,32.06464166,,,TanSAG_SUB-GkjzKojEd,,,,
,Tanzania,,,,-6.34947096,35.07418459,,,TaSAG_SUB-A21ptJp0,,,,
,Tanzania,,,,-8.60067242,34.30808198,,,TanSAG_TOP-poGDZMEK5,,,,
,Tanzania,,,,-4.2530175356698505,35.687586300521545,,,TanSIS_SUB-q9Zx,,,,
,Tanzania,,,,-9.189726786951947,34.64693449594069,,,TanSIS_SUB-MgV32dDJD,,,,
,Tanzania,,,,-7.30375123,31.42251054,,,TanSAG_SUB-GKjZLb6AM,,,,
,Tanzania,,,,-5.75957572,34.63383746,,,TaSAG_SUB-a54wfINW,,,,
,Tanzania,,,,-8.62559928654397,34.3524318462546,,,TanSAG_TOP-sJAyINavf,,,,
,Tanzania,,,,-4.604084986782132,35.515266502474866,,,TanSIS_SUB-QBXk,,,,
,Tanzania,,,,-9.190549713492212,34.69147255079271,,,TanSIS_SUB-NskOnOlbE,,,,
,Tanzania,,,,-6.77891692,32.02491944,,,TanSAG_SUB-GmBS2rO24,,,,
,Tanzania,,,,-6.28278071,35.0686315,,,TaSAG_SUB-ahDIx9tX,,,,
,Tanzania,,,,-8.64468873,34.32542258,,,TanSAG_TOP-U05unlqiy,,,,
,Tanzania,,,,-4.25233732280738,35.70214103328585,,,TanSIS_SUB-QdUE,,,,
,Tanzania,,,,-9.132037201540818,34.74329862929225,,,TanSIS_SUB-ojG1QInEI,,,,
,Tanzania,,,,-7.07637893,31.2581905,,,TanSAG_SUB-GNkK8txPZ,,,,
,Tanzania,,,,-6.2306594,35.07258882,,,TaSAG_SUB-AHekd6dW,,,,
,Tanzania,,,,-8.604155668053554,34.30574838233079,,,TanSAG_TOP-yD0d9Vot7,,,,
,Tanzania,,,,-4.605493801587705,35.33217463686642,,,TanSIS_SUB-qkms,,,,
,Tanzania,,,,-9.025188418443207,34.609629023481844,,,TanSIS_SUB-pMzbmhEII,,,,
,Tanzania,,,,-7.31197771,31.444416600000004,,,TanSAG_SUB-GulosRNJI,,,,
,Tanzania,,,,-6.01805984,34.7208419,,,TaSAG_SUB-aKYshN8A,,,,
,Tanzania,,,,-9.87191807,34.54334116,,,TanSAG_TOP-Yg6ccK9pH,,,,
,Tanzania,,,,-4.953889434293722,35.82289159277542,,,TanSIS_SUB-Qlo0,,,,
,Tanzania,,,,-3.4272200968629583,36.587909498749966,,,AfSIS_tz-BC8Xv9ub,,,,
,Tanzania,,,,-9.117333340676973,34.68999938980877,,,TanSIS_SUB-rvxztISZu,,,,
,Tanzania,,,,-3.485866809743772,36.54091104727559,,,AfS_tz SUB-YwPIpLGM,,,,
,Tanzania,,,,-3.4353271421330667,36.560000366615185,,,AfS_tz TOP-05ZHCWzo,,,,
,Tanzania,,,,-3.4867581133123475,36.54012036521426,,,AfS_tz SUB-pc5RhCK2,,,,
,Tanzania,,,,-3.4624306347286526,36.569787308348076,,,AfS_tz TOP-2e6nSQiF,,,,
,Tanzania,,,,-3.4642584956649016,36.56793530310185,,,AfS_tz TOP-CHlPahhu,,,,
,Tanzania,,,,-3.465157813697313,36.569800983418475,,,AfS_tz TOP-37p7DgUs,,,,
,Tanzania,,,,-3.4732339817790354,36.55623852859814,,,AfS_tz SUB-rMQITr8p,,,,
,Tanzania,,,,-3.441633811604492,36.55280494623467,,,AfS_tz TOP-uB1N9s12,,,,
,Tanzania,,,,-3.4353542006913527,36.559976708108024,,,AfS_tz SUB-uxCTvTIn,,,,
,Tanzania,,,,-3.4426117472998548,36.56258023282306,,,AfS_tz TOP-MAmUbiuQ,,,,
,Tanzania,,,,-3.4370878983106117,36.559991734836466,,,AfS_tz TOP-cK5mrlgK,,,,
,Tanzania,,,,-3.4660608098160925,36.56344590600555,,,AfS_tz SUB-c1Ixz93H,,,,
,Tanzania,,,,-3.4704071571952766,36.56618885878901,,,AfS_tz TOP-xF9sy1bS,,,,
,Tanzania,,,,-3.4660988488796054,36.59282714857313,,,AfS_tz SUB-sx4mOwk7,,,,
,Tanzania,,,,-3.465124834730643,36.56981330133795,,,AfS_tz SUB-LAc9R6st,,,,
,Tanzania,,,,-3.464328576711005,36.59232300785721,,,AfS_tz TOP-s7fKLMGT,,,,
,Tanzania,,,,-3.4370959043971783,36.55992497351483,,,AfS_tz SUB-hx0V4LFm,,,,
,Tanzania,,,,-3.4802187782770653,36.53655572791508,,,AfS_tz TOP-3KkxYtLB,,,,
,Tanzania,,,,-3.442529255512429,36.55370707772885,,,AfS_tz TOP-dQro6x3O,,,,
,Tanzania,,,,-3.442591296462671,36.56255797517043,,,AfS_tz SUB-LMIW8qyO,,,,
,Tanzania,,,,-3.4660863097025523,36.59281149329568,,,AfS_tz TOP-d8IjZLty,,,,
,Tanzania,,,,-3.4849822571138684,36.540039442687466,,,AfS_tz SUB-iM2LZtXr,,,,
,Tanzania,,,,-3.4873226848103376,36.54072288476263,,,AfS_tz SUB-l5WEU5kH,,,,
,Tanzania,,,,-3.441614771451218,36.55368503771536,,,AfS_tz TOP-zkdSTcDB,,,,
,Tanzania,,,,-3.4379631380288305,36.54823377147853,,,AfS_tz SUB-H6CUOBlN,,,,
,Tanzania,,,,-3.4858988449416834,36.540953238250594,,,AfS_tz TOP-L0Ave79e,,,,
,Tanzania,,,,-3.4412690154055983,36.56157192481079,,,AfS_tz TOP-1OJDTAby,,,,
,Tanzania,,,,-3.47954019334278,36.56154271102417,,,AfS_tz SUB-AI5TSyuq,,,,
,Tanzania,,,,-3.4624598094788626,36.569936745559495,,,AfS_tz SUB-nAMf1J4g,,,,
,Tanzania,,,,-3.4425238081412783,36.55903708931185,,,AfS_tz TOP-E3KbjGv1,,,,
,Tanzania,,,,-3.441624236694637,36.55364218136157,,,AfS_tz SUB-qevIkz4P,,,,
,Tanzania,,,,-3.4672989570048727,36.570073013392744,,,AfS_tz TOP-oVnYUtFM,,,,
,Tanzania,,,,-3.4658027607874926,36.56886100685284,,,AfS_tz TOP-oVnYUtFM,,,,
